...1,S_ID,session,Run,block,trial,StimType,OrderCond,Name,NameFreq,RespOrder,NameFoil1,NameFoil2,NameDistractor1,NameDistractor2,DistractorNameFreq1,DistractorNameFreq2,Accuracy,Foil,Distractor,RT,RTonset,rpress,lpress,Confidence,ConfidenceRT,rConf
11842,16,1,2,4,2,1,1,SAMUEL,6161,3,TOMMY,PARKER,JORDAN,OMARI,5750,30,1,NA,NA,4.55858309999985,0.429545500000131,1,0,NA,NA,2
11843,16,1,2,4,3,1,8,BROGAN,165,16,VERITY,RIANNA,"NADINE",LEIGH,165,125,1,NA,NA,1.26938140000038,0.0261956999993345,0,0,NA,NA,4
11844,16,1,2,4,4,1,3,TOMMY,247,2,SAMUEL,ALISTER,RICKY,KESTER,242,16,0,1,0,7.63013069999943,3.25142699999924,1,0,NA,NA,1
11845,16,1,2,4,5,1,4,SHARNA,111,8,MAIYA,VERITY,CLARA,SIMONE,107,158,1,NA,NA,2.96180350000031,0.712640400000055,2,0,NA,NA,4
11846,16,1,2,4,6,1,3,IBRAHIM,129,15,BOBBY,TOMMY,SONNY,BLAKE,127,154,1,NA,NA,3.46130110000013,0.793211299999712,3,0,NA,NA,4
11847,16,1,2,4,7,1,4,MILLIE,324,11,ISABEL,MAIYA,SHAUNA,CERYS,316,92,1,NA,NA,2.28567729999941,0.303774399999384,1,0,NA,NA,4
11848,16,1,2,4,8,1,3,BRODIE,46,12,CYRUS,IBRAHIM,BYRON,ZAYNE,46,41,1,NA,NA,1.99924050000027,0.263729300000705,1,0,NA,NA,4
11849,16,1,2,4,9,1,2,VERITY,114,10,BROGAN,MILLIE,CELINE,MIKAELA,113,37,0,1,0,5.15326079999977,2.72748219999994,3,0,NA,NA,4
11850,16,1,2,4,10,1,2,ISABEL,455,9,RIANNA,SHARNA,KELSEY,SACHA,438,57,1,NA,NA,3.96974729999965,1.00989410000057,1,0,NA,NA,2
11851,16,1,2,4,11,1,6,MAIYA,48,1,SHARNA,ISABEL,CANDICE,BARBARA,66,26,1,NA,NA,6.71489250000013,0.848438600000009,1,1,NA,NA,2
11852,16,1,2,4,12,1,5,BOBBY,126,6,PARKER,BRODIE,SPENCER,CHRIS,124,17,1,NA,NA,1.72456099999999,0.0266404000003604,0,0,NA,NA,4
11853,16,1,2,4,13,1,7,ALISTER,30,5,AUSTIN,BOBBY,DAYLE,BYRON,30,46,1,NA,NA,4.09596469999997,0.030126100000416,0,0,NA,NA,3
11854,16,1,2,4,14,1,1,CYRUS,29,7,ALISTER,SAMUEL,DARNELL,FABIO,29,28,1,NA,NA,4.44074349999937,0.839774699999907,3,0,NA,NA,3
11855,16,1,2,4,15,1,2,RIANNA,90,4,MILLIE,BROGAN,SADIA,ELEANOR,90,2555,1,NA,NA,5.1010553999995,1.01543369999945,1,0,NA,NA,2
11856,16,1,2,4,16,1,7,AUSTIN,65,13,IBRAHIM,CYRUS,ANDREAS,KILLIAN,64,10,1,NA,NA,7.1003498,0.652105600000141,1,0,NA,NA,4
11857,16,1,2,7,1,1,5,FREDDIE,89,11,ALBERT,HARRIS,FRANK,GILES,86,47,1,NA,NA,2.38448590000007,0.698415200000454,2,0,NA,NA,4
11858,16,1,2,7,2,1,1,ALBERT,110,14,FREDDIE,HAIDER,BAILEY,CHARLES,109,1738,1,NA,NA,2.30490069999996,1.06547839999985,3,0,NA,NA,4
11859,16,1,2,7,3,1,2,REBECCA,5828,13,FARZANA,JOANNA,MEGAN,HEIDI,4948,193,1,NA,NA,4.11427559999993,0.973375300000043,1,0,NA,NA,4
11860,16,1,2,7,4,1,6,CARLY,235,16,CHARIS,AYSHA,SADIE,SAVANNA,235,40,1,NA,NA,5.72888259999945,1.03411720000076,2,0,NA,NA,4
11861,16,1,2,7,5,1,6,JOANNA,374,12,LAILA,BRONTE,ALISHA,TIANA,363,33,1,NA,NA,6.85815000000002,4.92806509999991,3,1,NA,NA,2
11862,16,1,2,7,6,1,8,LAILA,35,1,AYSHA,BETHANY,PIPPA,TANYA,35,169,1,NA,NA,2.31731970000055,0.261795600000369,1,0,NA,NA,2
11863,16,1,2,7,7,1,8,BRONTE,59,5,ROSANNA,KRISTY,FEARNE,LIBBY,143,191,1,NA,NA,7.28135250000014,0.0278759000002538,0,0,NA,NA,1
11864,16,1,2,7,8,1,6,FARZANA,45,4,BETHANY,ROSANNA,LIANNE,TAMARA,45,397,1,NA,NA,6.36277470000005,1.66114620000008,3,0,NA,NA,4
11865,16,1,2,7,9,1,2,AYSHA,94,9,CARLY,REBECCA,KEIRA,DOROTHY,94,18,1,NA,NA,2.40071210000042,0.505702799999199,2,0,NA,NA,4
11866,16,1,2,7,10,1,8,ROSANNA,99,3,JOANNA,LAILA,DANNI,ABBIE,98,1297,0,1,0,4.43521090000013,0.196369700000105,0,1,NA,NA,2
11867,16,1,2,7,11,1,4,BETHANY,4271,7,REBECCA,FARZANA,GEORGIA,STORM,3723,36,1,NA,NA,4.0099167999997,0.610037899999952,1,0,NA,NA,3
11868,16,1,2,7,12,1,8,CHARIS,52,8,KRISTY,CARLY,LARISSA,SIMRAN,51,240,1,NA,NA,1.6129761000002,0.0276069000001371,0,0,NA,NA,4
11869,16,1,2,7,13,1,4,KRISTY,39,2,BRONTE,CHARIS,LUISA,RACHEL,39,2105,0,1,0,6.54877599999963,3.43083409999963,3,3,NA,NA,4
11870,16,1,2,7,14,1,3,HARRIS,42,15,AYDEN,FREDDIE,MICAH,TERRY,42,79,NA,NA,NA,NA,NA,2,2,NA,NA,3
11871,16,1,2,7,15,1,1,HAIDER,51,10,HARRIS,AYDEN,VICTOR,LEWIS,51,3569,1,NA,NA,2.63469989999976,0.511874900000294,2,0,NA,NA,4
11872,16,1,2,7,16,1,7,AYDEN,27,6,HAIDER,ALBERT,NICKY,GLENN,27,100,1,NA,NA,3.20144279999931,0.550432099999853,2,0,NA,NA,4
11873,16,1,2,10,1,1,5,HYWEL,28,14,EDDIE,QASIM,AKEEM,BRADLEY,27,2557,1,NA,NA,4.12695150000036,0.448819899999762,1,0,NA,NA,4
11874,16,1,2,10,2,1,3,NELSON,17,4,JAMIE,ANTON,OAKLEY,BRANDON,17,1337,1,NA,NA,4.05994350000037,0.165787299999465,0,1,NA,NA,4
11875,16,1,2,10,3,1,2,AUTUMN,80,1,JENNA,PAISLEY,EVELYN,ROSALYN,80,15,1,NA,NA,2.81008459999975,0.52820519999932,2,0,NA,NA,4
11876,16,1,2,10,4,1,8,AIMEE,876,6,SHANNEN,AUTUMN,DAISY,TEGAN,828,112,1,NA,NA,5.64865050000026,0.21985979999954,0,1,NA,NA,3
11877,16,1,2,10,5,1,6,SHANNEN,51,3,ZAINAB,JENNA,LYNDSEY,ZAHRA,50,106,0,1,0,4.9549178999996,0.774580400000559,3,0,NA,NA,3
11878,16,1,2,10,6,1,4,NIAMH,381,13,SAFIA,ZAINAB,ANNABEL,ATLANTA,380,103,1,NA,NA,4.40659479999977,0.893623500000103,0,1,NA,NA,4
11879,16,1,2,10,7,1,2,SAFIA,41,9,PAISLEY,AIMEE,SAMINA,CLARA,41,107,1,NA,NA,6.33682229999977,2.18952959999933,3,0,NA,NA,4
11880,16,1,2,10,8,1,2,ZAINAB,154,8,NIAMH,SHANNEN,FATIMA,HONOR,153,43,1,NA,NA,4.63103539999975,2.55844009999964,0,1,NA,NA,3
11881,16,1,2,10,9,1,7,ANTON,76,5,CARWYN,JAMIE,COLIN,SHANE,76,846,0,0,1,2.91916209999999,0.0273496999998315,0,0,NA,NA,3
11882,16,1,2,10,10,1,1,KEATON,41,15,NELSON,HYWEL,ZAYNE,CARLOS,41,37,1,NA,NA,4.34029970000029,0.0280580000007831,0,0,NA,NA,1
11883,16,1,2,10,11,1,7,JAMIE,2688,2,QASIM,CARWYN,ANDREW,DAMON,2676,136,1,NA,NA,7.28423620000012,1.70095919999949,3,1,NA,NA,4
11884,16,1,2,10,12,1,1,EDDIE,34,16,HYWEL,KEATON,RISHI,RONALD,34,21,0,1,0,7.10762390000036,3.20155249999971,3,0,NA,NA,3
11885,16,1,2,10,13,1,4,PAISLEY,40,7,AIMEE,SAFIA,SAVANNA,HANNAH,40,5916,1,NA,NA,1.38006239999959,0.0273661999999604,0,0,NA,NA,4
11886,16,1,2,10,14,1,1,CARWYN,40,10,ANTON,EDDIE,DEREK,BERNARD,40,23,0,0,1,7.70923359999961,0.19488949999959,0,1,NA,NA,2
11887,16,1,2,10,15,1,5,QASIM,73,11,KEATON,NELSON,REISS,EDGAR,73,13,1,NA,NA,1.89783160000025,0.38454080000065,0,1,NA,NA,4
11888,16,1,2,10,16,1,6,JENNA,289,12,AUTUMN,NIAMH,"NADIA",BRIDGET,285,56,1,NA,NA,2.08447499999966,0.501721900000121,0,1,NA,NA,3
11889,16,1,2,8,1,1,5,PHILIP,481,2,LORCAN,ARJUN,ISAAC,JULIEN,480,14,1,NA,NA,5.11850490000052,0.191824499999711,1,0,NA,NA,2
11890,16,1,2,8,2,1,2,LEONA,57,8,ALANIS,SORCHA,SACHA,DEANNA,57,202,1,NA,NA,1.41452740000022,0.166123100000732,1,0,NA,NA,4
11891,16,1,2,8,3,1,3,ELLIOT,919,9,MOSES,PHILIP,BILLY,AARON,914,2511,1,NA,NA,1.95835199999965,0.173417100000734,0,1,NA,NA,2
11892,16,1,2,8,4,1,7,MOSES,29,4,ELLIOT,ARNOLD,BUSTER,PIERS,33,71,1,NA,NA,2.41920300000038,0.358251800000289,1,0,NA,NA,2
11893,16,1,2,8,5,1,4,"NAOMI",766,3,MIRANDA,LEONA,RACHAEL,KAYLA,721,48,1,NA,NA,2.66263840000011,0.321698599999763,1,0,NA,NA,4
11894,16,1,2,8,6,1,4,LEILA,83,11,DIONNE,ALANIS,SHIVANI,MEGAN,83,4948,1,NA,NA,6.91054319999967,1.13708409999981,3,1,NA,NA,2
11895,16,1,2,8,7,1,6,YASMIN,661,16,SORCHA,MIRANDA,KATHRYN,VANESSA,635,213,1,NA,NA,2.32498129999931,0.76253749999978,0,1,NA,NA,4
11896,16,1,2,8,8,1,6,MIRANDA,113,6,LEILA,SABAH,TEGAN,DONNA,112,69,1,NA,NA,2.74716349999926,0.0252823000000717,0,0,NA,NA,4
11897,16,1,2,8,9,1,1,DANNY,565,12,PHILIP,ELLIOT,COREY,BILLY,527,914,0,0,1,4.58667070000047,0.0252454999999827,0,0,NA,NA,1
11898,16,1,2,8,10,1,8,SORCHA,34,7,"NAOMI",YASMIN,TRACY,FAIZA,34,42,1,NA,NA,4.84129089999988,0.0253693999993629,0,0,NA,NA,2
11899,16,1,2,8,11,1,1,LORCAN,17,14,DANNY,MOSES,MARVIN,GARRY,17,29,1,NA,NA,1.52159669999946,0.0319372999992993,0,0,NA,NA,4
11900,16,1,2,8,12,1,5,ARJUN,72,1,ARNOLD,DANNY,PIERS,CURTIS,71,757,1,NA,NA,3.14773990000049,0.991900600000008,0,1,NA,NA,4
11901,16,1,2,8,13,1,2,SABAH,75,5,LEONA,DIONNE,ANDREA,EVELYN,74,80,1,NA,NA,2.68640159999995,0.282232099999419,1,0,NA,NA,4
11902,16,1,2,8,14,1,7,ARNOLD,18,13,ARJUN,LORCAN,CLAUDE,AHMED,18,206,1,NA,NA,7.22615859999951,3.1613411999997,2,0,NA,NA,4
11903,16,1,2,8,15,1,8,DIONNE,89,10,YASMIN,"NAOMI",LILLY,KIRBY,89,100,0,0,1,3.9764169,0.627696599999581,3,0,NA,NA,2
11904,16,1,2,8,16,1,8,ALANIS,31,15,SABAH,LEILA,BRIANNA,PHOEBE,31,910,1,NA,NA,6.34824779999963,0.554337399999895,2,0,NA,NA,4
11905,16,2,1,1,1,0,2,LILIAN,40,2,CHELSEA,NEELAM,MELODY,PETRA,40,35,1,NA,NA,2.17074639999191,0.785024000011617,3,0,4,0.783228800020879,4
11906,16,2,1,1,2,0,5,PETER,1128,14,ROSHAN,LOGAN,STEPHEN,OAKLEY,1122,17,1,NA,NA,3.79302160002408,2.15599319999455,3,0,4,0.948115900013363,4
11907,16,2,1,1,3,0,8,SASKIA,171,8,NEELAM,BELINDA,ALANA,PAULINE,170,15,1,NA,NA,1.7863420000067,0.277437600016128,1,0,4,0.673318999994081,4
11908,16,2,1,1,4,0,6,ELSPETH,42,1,BELINDA,LILIAN,FAIZA,CHRISTY,42,31,1,NA,NA,3.22666559999925,0.837802900001407,3,0,4,0.804040699993493,4
11909,16,2,1,1,5,0,7,ROSHAN,32,16,LOGAN,MARLON,JEFFREY,MARLEY,31,50,1,NA,NA,3.54973830000381,0.0256833000166807,0,0,3,0.646380699996371,3
11910,16,2,1,1,6,0,3,LOGAN,111,15,MARLON,ROBERT,RUSSELL,GRAEME,111,20,1,NA,NA,1.14398150000488,0.026123000017833,0,0,4,0.996509399992647,4
11911,16,2,1,1,7,0,1,NIALL,462,7,HARVEY,JULIAN,ELLIS,ASHTON,443,74,1,NA,NA,1.39478489998146,0.304536899988307,1,0,4,0.796904199989513,4
11912,16,2,1,1,8,0,2,"NAFEESA",38,9,SASKIA,CHELSEA,"NAZIA",AMELIA,38,929,1,NA,NA,1.84062219999032,0.402842299983604,0,1,4,0.743514000001596,4
11913,16,2,1,1,9,0,6,BELINDA,43,11,ROSHNI,SASKIA,DANIELA,CELIA,43,44,1,NA,NA,3.93796199999633,0.399925300007453,1,0,4,0.742492300021695,4
11914,16,2,1,1,10,0,8,ROSHNI,37,10,ELSPETH,"NAFEESA",STORM,JOLENE,36,25,1,NA,NA,3.44801480000024,0.608209500001976,2,0,4,0.708942299999762,4
11915,16,2,1,1,11,0,4,NEELAM,37,12,LILIAN,ELSPETH,RABIA,ALINA,37,42,1,NA,NA,4.58204649999971,0.841293599980418,3,0,4,0.708215999999084,4
11916,16,2,1,1,12,0,5,ROBERT,2644,4,PETER,NIALL,BRADLEY,SOREN,2557,37,1,NA,NA,4.24363280000398,0.899499399994966,0,1,2,0.72887979997904,2
11917,16,2,1,1,13,0,5,JULIAN,102,6,NIALL,ROSHAN,GLENN,DANTE,100,11,0,1,0,4.38706759997876,1.49288919998799,2,0,2,0.964016799989622,2
11918,16,2,1,1,14,0,4,CHELSEA,1735,5,"NAFEESA",ROSHNI,NICOLE,STELLA,1679,42,1,NA,NA,3.05049940000754,1.03660039999522,4,0,4,0.72402730002068,4
11919,16,2,1,1,15,0,5,HARVEY,401,13,ROBERT,PETER,GARETH,COLTON,373,9,0,1,0,5.32305330000236,2.34086029999889,0,1,4,0.805488599988166,4
11920,16,2,1,1,16,0,1,MARLON,26,3,JULIAN,HARVEY,VINAY,JORDAN,26,5750,1,NA,NA,1.62813930000993,0.344578299991554,1,0,4,0.741507800004911,4
11921,16,2,1,2,1,0,5,DUNCAN,139,7,BARNABY,KALLUM,JAMAL,JERRY,139,24,1,NA,NA,3.46947700000601,0.502305000001797,2,0,4,0.640880099992501,4
11922,16,2,1,2,2,0,8,KHADIJA,46,11,BIANCA,POLLY,SANAH,ROWENA,46,41,1,NA,NA,1.45319920001202,0.0256106999877375,0,0,4,0.630831899994519,4
11923,16,2,1,2,3,0,3,GRANT,307,2,GEORGE,DUNCAN,OSCAR,FERGUS,307,120,1,NA,NA,2.76611500000581,0.29949669999769,0,1,3,0.767079099983675,3
11924,16,2,1,2,4,0,1,KALLUM,113,9,GRANT,ALFRED,DARYL,MELVIN,111,10,1,NA,NA,1.02653050000663,0.0217756000056397,0,0,4,0.608507900004042,4
11925,16,2,1,2,5,0,8,PAULA,45,15,AMARA,ESTELLE,SCARLET,CHANTE,45,40,1,NA,NA,1.74074519998976,0.174744999996619,0,1,4,0.715872600005241,4
11926,16,2,1,2,6,0,7,ALFRED,142,16,ROBBIE,BARNABY,DOUGLAS,ALESSIO,142,12,1,NA,NA,1.34423630000674,0.295670299994526,1,0,4,0.807821900001727,4
11927,16,2,1,2,7,0,3,GEORGE,4287,1,DUNCAN,GRANT,CALLUM,FRASER,4281,278,1,NA,NA,3.55177300001378,1.06368140000268,1,0,3,0.774651000014273,3
11928,16,2,1,2,8,0,8,AMARA,36,14,PAULA,ERICA,DIANA,ALISHA,36,363,1,NA,NA,1.2543937000155,0.027536899986444,0,0,4,0.694442799984245,4
11929,16,2,1,2,9,0,3,BARNABY,113,10,KALLUM,ELIJAH,BRIAN,SPENCER,113,124,1,NA,NA,2.63074409999535,0.259814200020628,1,0,4,0.590005999983987,4
11930,16,2,1,2,10,0,6,INDIA,245,4,ESTELLE,AMARA,BILLIE,LEANNE,242,616,1,NA,NA,1.62724590001744,0.660577100003138,3,0,4,0.656345800001873,4
11931,16,2,1,2,11,0,8,POLLY,212,12,KHADIJA,BIANCA,KEELEY,ELIZA,209,147,1,NA,NA,1.37851439998485,0.215088700002525,0,1,4,0.647703299997374,4
11932,16,2,1,2,12,0,7,ELIJAH,78,13,ALFRED,ROBBIE,FINLAY,ASTON,78,51,1,NA,NA,4.63306819999707,0.365167999989353,1,0,4,0.554371800011722,4
11933,16,2,1,2,13,0,4,ERICA,78,6,INDIA,PAULA,TESSA,KATRINA,78,251,1,NA,NA,4.77523600001587,0.485746400023345,0,1,1,0.843359899998177,1
11934,16,2,1,2,14,0,1,ROBBIE,302,8,ELIJAH,GEORGE,LLOYD,SILAS,299,19,1,NA,NA,1.63792219999596,0.252305800007889,0,1,4,0.643087199976435,4
11935,16,2,1,2,15,0,4,BIANCA,62,3,POLLY,KHADIJA,CAMILLA,DAISY,62,828,1,NA,NA,3.19089919998078,0.632250299997395,2,0,4,0.511761500005377,4
11936,16,2,1,2,16,0,2,ESTELLE,36,5,ERICA,INDIA,PETRA,DEBORAH,35,118,1,NA,NA,5.03969309999957,1.59111259999918,3,0,2,0.792198499984806,2
11937,16,2,1,3,1,0,2,CRYSTAL,107,12,FLEUR,SUZANNE,DARCY,ALEENA,107,30,1,NA,NA,3.10253439997905,0.703444299986586,3,0,4,0.726307599979918,4
11938,16,2,1,3,2,0,5,AKSHAY,51,11,DARIO,JEREMY,ASTON,LANCE,51,35,1,NA,NA,1.37204619997647,0.234655899985228,0,1,4,0.805095099989558,4
11939,16,2,1,3,3,0,2,BETHAN,825,1,LINDA,TAMSIN,KELLY,GEMMA,789,1261,0,1,0,4.65139169999748,1.05145900000934,0,1,3,0.708346300001722,3
11940,16,2,1,3,4,0,4,TAMSIN,137,13,TERESA,CRYSTAL,ELINOR,HENNA,136,82,1,NA,NA,2.30721669999184,0.710528399999021,2,0,4,0.759807400027057,4
11941,16,2,1,3,5,0,3,RICHIE,25,16,TYLER,AKSHAY,SANDEEP,CHARLIE,25,1912,1,NA,NA,2.84772980000707,0.656293100008043,3,0,4,0.749377800006187,4
11942,16,2,1,3,6,0,3,JASPER,94,4,BRUNO,RICHIE,DAMIEN,BRYAN,90,39,0,1,0,5.50336959998822,3.69965619998402,1,2,1,0.936492800014094,1
11943,16,2,1,3,7,0,1,KEANU,36,5,JEREMY,BRUNO,LORENZO,HAROON,36,61,1,NA,NA,2.60983239999041,0.431546499981778,2,0,4,0.513089599990053,4
11944,16,2,1,3,8,0,7,BRUNO,16,8,JASPER,KEANU,CLIVE,ROLAND,16,18,1,NA,NA,5.09818359999917,0.48538290002034,1,0,4,0.776048700005049,4
11945,16,2,1,3,9,0,8,TERESA,48,15,BETHAN,LINDA,KITTY,CALLIE,47,37,1,NA,NA,3.76235940001789,0.462551299977349,1,0,2,0.46123409998836,2
11946,16,2,1,3,10,0,6,LEONIE,136,14,TAMSIN,FLEUR,LUCIE,ESTHER,136,231,1,NA,NA,1.39404570002807,0.035741900006542,0,0,4,0.938290299993241,4
11947,16,2,1,3,11,0,3,TYLER,1007,9,KEANU,DARIO,JASON,BERTRAM,1001,14,0,1,0,5.39232879999327,1.36166639998555,2,0,2,0.813866699987557,2
11948,16,2,1,3,12,0,2,LINDA,34,2,SUZANNE,TERESA,LOTTIE,AISHA,34,328,1,NA,NA,6.09387490001973,1.21187359999749,2,0,3,1.07970729999943,3
11949,16,2,1,3,13,0,7,JEREMY,108,7,AKSHAY,TYLER,STANLEY,HAROLD,108,54,1,NA,NA,5.61586570000509,2.9073200999992,2,0,4,0.752722900011577,4
11950,16,2,1,3,14,0,6,FLEUR,86,10,LEONIE,BETHAN,STEVIE,ANNABEL,86,380,1,NA,NA,3.02192359999754,0.874673200014513,3,0,4,0.690820600022562,4
11951,16,2,1,3,15,0,3,DARIO,18,3,RICHIE,JASPER,DENZEL,CARLTON,18,40,1,NA,NA,4.96639109999523,1.55396779999137,3,0,2,1.02131869998993,2
11952,16,2,1,3,16,0,8,SUZANNE,92,6,CRYSTAL,LEONIE,TAMMY,LILLY,92,89,1,NA,NA,1.73758430001908,0.573337000008905,3,0,4,0.600245599984191,4
11953,16,2,1,4,1,0,4,APRIL,300,16,RIANNE,NICOLA,CLAUDIA,HAZEL,290,141,1,NA,NA,2.51717780000763,0.695241000008537,3,0,4,0.616459899989422,4
11954,16,2,1,4,2,0,1,NICOLAS,69,12,GABRIEL,DANIEL,FAISAL,GIANNI,68,15,1,NA,NA,1.69050230001449,0.394006200018339,2,0,4,0.816156699991552,4
11955,16,2,1,4,3,0,4,CIARA,276,8,LAURA,SINEAD,RHIANNA,MAISY,276,44,1,NA,NA,3.27524430002086,1.38324240001384,3,0,3,0.920828600006644,3
11956,16,2,1,4,4,0,2,RIANNE,49,11,CIARA,KEELY,KAYLA,ELOISE,48,351,1,NA,NA,3.94252509999205,0.027670400013448702,0,0,2,0.788749600003939,2
11957,16,2,1,4,5,0,7,GABRIEL,189,9,DARREN,RAHUL,HARLEY,JAMAL,186,139,0,1,0,5.25942319998285,2.81797499998356,3,0,2,0.578386300010607,2
11958,16,2,1,4,6,0,2,LAURA,3582,1,SINEAD,CIARA,SARAH,JAYNE,3111,38,0,1,0,4.22793200000888,0.890400100004626,0,1,2,0.550916899985168,2
11959,16,2,1,4,7,0,1,RAHUL,52,6,ABDUL,TOBIAS,SHELDON,MICAH,52,42,0,0,1,3.16711169999326,0.0268581000273116,0,0,1,1.22330119999242,1
11960,16,2,1,4,8,0,6,KEELY,132,4,NICOLA,LAURA,LUCINDA,KAITLIN,132,57,1,NA,NA,3.45209120001527,0.620128100010334,3,0,4,0.566243400011444,4
11961,16,2,1,4,9,0,3,ABDUL,201,13,COLBY,ELIAS,BRENDAN,NIGEL,192,31,1,NA,NA,4.54182670000591,0.601929500000551,3,0,3,0.726682200009236,3
11962,16,2,1,4,10,0,1,DARREN,343,7,NICOLAS,ABDUL,HAYDEN,ZAHID,340,18,0,1,0,5.06531940001878,0.214872599986847,0,1,2,1.33541640001931,2
11963,16,2,1,4,11,0,3,COLBY,17,3,TOBIAS,GABRIEL,GIORGIO,QUENTIN,17,11,1,NA,NA,2.84574239997892,0.333547099988209,0,1,3,0.767802899994422,3
11964,16,2,1,4,12,0,2,SINEAD,202,2,APRIL,RIANNE,FFION,WHITNEY,201,95,0,1,0,3.54593779999414,0.447062999999616,2,0,2,1.0001123000111,2
11965,16,2,1,4,13,0,3,ELIAS,46,15,DANIEL,DARREN,GERAINT,JACKSON,46,64,1,NA,NA,4.83470690000104,1.4659779999929,3,1,2,0.602236000006087,2
11966,16,2,1,4,14,0,8,NICOLA,629,10,KEELY,APRIL,LEANNE,CHARLEY,616,256,1,NA,NA,2.48237760001211,0.673381700005848,1,0,3,0.725944600009825,3
11967,16,2,1,4,15,0,7,DANIEL,10338,14,RAHUL,NICOLAS,THOMAS,ADEEL,9603,38,1,NA,NA,3.95048170001246,1.16941649999353,1,2,4,0.836089099990204,4
11968,16,2,1,4,16,0,5,TOBIAS,296,5,ELIAS,COLBY,MORGAN,REECE,294,1811,1,NA,NA,4.07453170002555,1.01285920001101,0,1,2,0.533407000009902,2
11969,16,2,1,5,1,0,2,TERRI,136,15,JULIE,AMANDA,ROISIN,LUISA,134,39,1,NA,NA,2.16892120000557,0.186382999992929,0,1,4,0.947968899999978,4
11970,16,2,1,5,2,0,5,MATTEO,24,9,CARLO,JAMES,BERNARD,"NADIM",23,9,1,NA,NA,5.94495120001375,0.449046399997314,2,0,3,0.805545300012454,3
11971,16,2,1,5,3,0,7,JAMES,9385,10,AIDAN,CRAIG,JOSHUA,DERRY,7887,24,1,NA,NA,2.8006241999974,0.0338513000169769,0,0,4,0.789580999989994,4
11972,16,2,1,5,4,0,4,NIKITA,284,4,AMANDA,ANISA,FIONA,ANNETTE,278,22,1,NA,NA,4.19375540001784,0.609303800010821,3,0,3,0.697982200013939,3
11973,16,2,1,5,5,0,5,AIDAN,680,6,JAMES,MATTEO,DECLAN,LAURIE,680,43,1,NA,NA,2.94079469999997,0.202265300002182,0,1,4,0.538097399985418,4
11974,16,2,1,5,6,0,8,STACIE,59,12,LUCIA,NIKITA,COLETTE,VICKY,58,58,1,NA,NA,2.67385859999922,0.303749999991851,1,0,3,0.690560299990466,3
11975,16,2,1,5,7,0,6,ANISA,125,2,TERRI,LUCIA,LEIGH,LUCIE,125,136,1,NA,NA,1.92756300000474,0.4025867000164,2,0,4,0.613718300010078,4
11976,16,2,1,5,8,0,1,MATTHEW,7426,8,CRAIG,SAMSON,JOSEPH,VIVEK,6193,20,1,NA,NA,6.49865460000001,1.47354940001969,0,1,2,0.768633500003489,2
11977,16,2,1,5,9,0,4,LUCIA,98,1,NIKITA,JULIE,SYDNEY,EMILIE,98,96,0,1,0,5.43108520001988,0.737818800000241,2,0,2,0.611888099985663,2
11978,16,2,1,5,10,0,7,GORDON,17,3,MATTHEW,CORMAC,LEROY,SOLOMON,17,60,1,NA,NA,1.93042489999789,0.356577099999413,0,1,4,0.610269600001629,4
11979,16,2,1,5,11,0,6,AMANDA,264,7,STACIE,TERRI,CHARLEY,CASEY,256,215,1,NA,NA,4.35584839998046,0.943236899998737,0,1,2,0.443712500011316,2
11980,16,2,1,5,12,0,5,CORMAC,33,14,SAMSON,CARLO,KENNY,REISS,33,73,0,1,0,1.85637409999617,0.627967600012198,3,0,4,0.729923199978657,4
11981,16,2,1,5,13,0,3,CARLO,19,5,CORMAC,MATTHEW,CLINTON,GIORGIO,19,17,0,1,0,4.62370329999248,0.0548210999986622,0,0,2,0.474707799992757,2
11982,16,2,1,5,14,0,8,JULIE,71,16,ANISA,STACIE,SAIMA,JUDITH,71,32,0,1,0,6.77654009999242,1.00708800001303,3,0,3,0.721112500003073,3
11983,16,2,1,5,15,0,1,CRAIG,705,13,MATTEO,GORDON,TIMOTHY,SIMON,691,656,1,NA,NA,1.99939790001372,0.517309700022452,2,0,4,0.675664699985646,4
11984,16,2,1,5,16,0,5,SAMSON,28,11,GORDON,AIDAN,UMAIR,HAYDEN,28,340,1,NA,NA,1.45489280001493,0.025800800009165,0,0,4,0.612503500015009,4
11985,16,2,1,6,1,0,7,GREGORY,339,11,KEITH,EUGENE,MASON,MARVIN,320,17,1,NA,NA,3.89157909998903,0.239007500000298,0,1,4,0.751806399988709,4
11986,16,2,1,6,2,0,1,CONNOR,5009,5,GREGORY,DWAYNE,HARRY,LUIGI,4434,9,1,NA,NA,6.60943079998833,0.203170499997213,0,1,1,0.2931720999768,1
11987,16,2,1,6,3,0,6,DAYNA,91,8,KEZIA,HOLLY,LOWRI,STEVIE,91,86,1,NA,NA,5.19951870001387,1.72967620001873,2,1,3,0.578034700010903,3
11988,16,2,1,6,4,0,4,SHELBY,201,10,PARIS,TIFFANY,EBONY,CLAUDIA,200,290,1,NA,NA,4.71717449999414,0.462950799992541,1,0,4,0.602415900008054,4
11989,16,2,1,6,5,0,4,PARIS,157,9,CODIE,DAYNA,"NANCY",MALIKA,156,16,1,NA,NA,1.91884120000759,0.285523800004739,0,1,4,0.804205499996897,4
11990,16,2,1,6,6,0,7,JORGE,31,4,CONNOR,"NABIL",KAYNE,HARLEY,31,186,1,NA,NA,1.72190650002449,0.295211400021799,0,1,4,0.685450899996795,4
